borough,data_as_of,encoded_poly_line,encoded_poly_line_lvls,id,link_id,link_name,link_points,owner,speed,status,transcom_id,travel_time
Manhattan,2019-03-21T11:18:05.000,i{_xFzefbMyBvGUlACt@Rj@d@f@z@@`@W\g@bA_DTk@b@i@`@a@n@YhAKjGYp@M`DTtCf@|@\xBrA~@z@dBnD,BBBBBBBBBBBBBBBBBBBBBBB,213,4456450,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS,"40.80069,-73.92878 40.8013005,-73.930181 40.8014104,-73.93057 40.80143,-73.93084 40.80133,-73.93106 40.8011404,-73.931261 40.80084,-73.931271 40.8006704,-73.93115 40.8005206,-73.930951 40.8001805,-73.930151 40.8705,-73.929931 40.7998905,-73.92972 40.79972",MTA Bridges & Tunnels,35,0,4456450,67
Queens,2019-03-21T11:18:05.000,mizwFrndbM_HvKuC~C_PhLqWpQwKrHwBxAeBh@mBPoCKmBg@yBkAeRwOgFqDqGwFuDsCcAaAkOgJaBc@{Bn@w@~@u@hAi@pAiFvMoCnHqD~Kk@xCYtCmA|D,BBBBBBBBBBBBBBBBBBBBBBBBBBBBB,398,4456481,TBB S MANHATTAN LIFT SPAN - QUEENS ANCHORAGE,"40.77223,-73.919941 40.77367,-73.92198 40.7744206,-73.92278 40.77714,-73.924911 40.781071,-73.92788 40.78311,-73.929421 40.7837106,-73.929871 40.7842205,-73.93008 40.78477,-73.93017 40.78549,-73.93011 40.78604,-73.92991 40.78665,-73.92953 40.78972,-73.926",MTA Bridges & Tunnels,17,0,4456481,428
Queens,2019-03-21T11:18:05.000,{izwF|mdbMqHjLwB~BmEhDgQpLqOnKgOjK_Cv@eDNmCY_Bo@eBiAmFsEyJkIcPmM_D}DcAkAiG}HsBwB{CqDcAg@_AFi@Ve@|@]hBMjBs@zD_AnDgD`KcDhKeEpMs@vAqAlB{AnE,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,395,4456476,TBB N QUEENS ANCHORAGE - MANHATTAN LIFT SPAN,"40.7723,-73.91983 40.7738304,-73.92197 40.77443,-73.92261 40.77546,-73.92346 40.7783806,-73.925631 40.78103,-73.927631 40.78363,-73.929611 40.784271,-73.92989 40.7851,-73.929971 40.7858105,-73.929841 40.78629,-73.929601 40.786801,-73.92923 40.78799,-73.92",MTA Bridges & Tunnels,22,0,4456476,372
Bronx,2019-03-21T11:18:05.000,_tdxFhdtaMjCOxHMvGAxN\zU`A|AA,BBBBBBB,298,4456498,HRP S Lafayette Ave - BWB S Toll Plaza,"40.8251205,-73.83637 40.82442,-73.83629 40.82285,-73.836221 40.8214506,-73.836211 40.8189206,-73.83636 40.81526,-73.83669 40.81479,-73.83668",NYC_DOT_LIC,30,0,4456498,81
Queens,2019-03-21T11:18:05.000,qizwFhndbMkIlMeD`DyIbGyJ`HsOnK{OzKcBf@mBPoCKkBg@uBcAsIiHgGgFuFaEiGoFqMaLmGmFcFsDcHyE{ByA{EcDqGoEeAo@}@e@,BBBBBBBBBBBBBBBBBBBBBBBBB,141,4456478,BE S TBB EXIT RAMP - QUEENS ANCHORAGE,"40.772251,-73.919891 40.77391,-73.9222 40.77474,-73.92301 40.77647,-73.92431 40.7783606,-73.925761 40.7810205,-73.92776 40.78372,-73.92982 40.7842205,-73.93002 40.78477,-73.93011 40.78549,-73.930051 40.7860304,-73.92985 40.7866206,-73.929511 40.7883206,-7",MTA Bridges & Tunnels,31,0,4456478,232
Queens,2019-03-21T11:18:05.000,mizwFrndbM_HvKuC~C_PhLqWpQwKrHwBxAeBh@mBPoCKmBg@yBkAeRwOgFqDqGwFmDgDwE{DiJyHqDkCsGmE{DsCwCmByGoE}AcAmAo@,BBBBBBBBBBBBBBBBBBBBBBBBB,347,4456477,MDE S TBB EXIT RAMP - QUEENS ANCHORAGE,"40.77223,-73.919941 40.77367,-73.92198 40.7744206,-73.92278 40.77714,-73.924911 40.781071,-73.92788 40.78311,-73.929421 40.7837106,-73.929871 40.7842205,-73.93008 40.78477,-73.93017 40.78549,-73.93011 40.78604,-73.92991 40.78665,-73.92953 40.78972,-73.926",MTA Bridges & Tunnels,30,0,4456477,242
Queens,2019-03-21T11:18:03.000,eecxFrwmaMViEx@cJz@eEtBaHbBoD`CwD|CkDjDkC|EkCnBs@rCq@~Eg@fy@m@|P?,BBBBBBBBBBBBBBB,406,4456506,TNB S Toll Plaza - Queens Anchorage,"40.81763,-73.80362001 40.817516,-73.80261 40.817226,-73.80083 40.81692,-73.79984 40.81633,-73.79839001 40.815835,-73.79751 40.815185,-73.79659001 40.81439,-73.79573 40.81353,-73.79503001 40.81242,-73.79433 40.81186,-73.79407 40.81112,-73.79382001 40.81,-7",NYC_DOT_LIC,50,0,4456506,138
Staten Island,2019-03-21T11:18:03.000,iijvFpzhdMxCoLnAoKfAuQz@yP~@_QCiNMmHc@gLuAmk@[uOa@qS_@eN_@sMc@wP,BBBBBBBBBBBBBBB,440,4329483,WSE S TYRELLAN AVENUE - 440 S FRANCIS STREET,"40.5264504,-74.27001 40.52568,-74.267851 40.52528,-74.26585 40.52492,-74.26286 40.5246206,-74.260011 40.5243004,-74.25713 40.52432,-74.254681 40.5243904,-74.253171 40.5245704,-74.25105 40.5256,-74.243941 40.52514,-74.24127 40.5253105,-74.237981 40.5254706",NYC_DOT_LIC,47,0,4329483,164
Brooklyn,2019-03-21T11:18:03.000,qoyvF`j~bM{BgKeP}s@yBsJQu@[wA,BBBBBB,416,4763651,VNB W BROOKLYN GANTRY LOWER LEVEL - SI GANTRY LOWER LEVEL,"40.60425,-74.052331 40.6048705,-74.05037 40.6076204,-74.041901 40.6082306,-74.04004 40.6083206,-74.03977 40.60846,-74.03933",Verrazano-Narrows-Bridge,53,0,4763651,88
Staten Island,2019-03-21T11:18:03.000,adjvF|badMs@iYaBsPcEB_|@vDyLWeHg@mUeF}L}EuIaF,BBBBBBBBBB,433,4616215,WSE N TYRELLAN AVENUE - BLOOMINGDALE ROAD,"40.52561,-74.23039 40.5258705,-74.22618 40.5263604,-74.22336 40.52734,-74.22338 40.5371,-74.2243 40.53931,-74.22418 40.5407805,-74.223981 40.54437,-74.22283 40.5466005,-74.22172 40.54831,-74.22059",NYC_DOT_LIC,53,0,4616215,141
Staten Island,2019-03-21T11:18:03.000,wvzvFnegcMGmJ~@kKpAoGxPki@~AyJbA}Kf@ac@`BeOzHgY,BBBBBBBBBB,376,4616192,SIE E CLOVE ROAD - FINGERBOARD ROAD,"40.61052,-74.09769 40.610561,-74.09586 40.6102405,-74.093881 40.60983,-74.09251 40.60698,-74.08574 40.6065004,-74.083851 40.60616,-74.081781 40.60596,-74.076011 40.6054704,-74.073421 40.60389,-74.06922",NYC_DOT_LIC,48,0,4616192,115
Brooklyn,2019-03-21T11:18:03.000,{nyvFpj~bMaC{KcP{s@qBwJw@yC,BBBBB,417,4763649,VNB W BROOKLYN GANTRY UPPER LEVEL - SI GANTRY UPPER LEVEL,"40.60414,-74.052411 40.60479,-74.050351 40.6075304,-74.041891 40.6081,-74.040011 40.6083804,-74.03924",Verrazano-Narrows-Bridge,48,0,4763649,95
Manhattan,2019-03-21T11:18:03.000,mmmwFx`wbMxDt@rAb@rFv@jCNbJOfEaAre@yMft@y_@`K}EjHcC`EkCnGgF,BBBBBBBBBBBBB,119,4456502,BBT E Manhattan Portal - Toll Plaza,"40.70631,-74.01501 40.705380,-74.01528 40.70496,-74.01546 40.70374,-74.01574001 40.70304,-74.01582 40.70126,-74.01574 40.70026,-74.01541 40.69408,-74.01304 40.68556,-74.00779 40.68363,-74.00668 40.68213,-74.00602 40.681160,-74.005320 40.6798,-74.00416",MTA Bridges & Tunnels,32,0,4456502,200
Queens,2019-03-21T11:18:03.000,wtewFjveaMkDlo@YvJAxCD`Pt@ha@`Bt`@,BBBBBBB,170,4616356,Belt Pkwy W 182nd St - JFK Expressway,"40.6665206,-73.76246 40.66738,-73.77021 40.66751,-73.77209 40.66752,-73.772861 40.66749,-73.775591 40.66722,-73.78108 40.66673,-73.786471",NYC_DOT_LIC,50,0,4616356,74
Manhattan,2019-03-21T11:18:03.000,oqjwFt}sbMwCn@gABoBWkF{AaE}AaBm@mJoDaI}Co@UoAmAyAwBiBiDi@eBg@yB_@mBS{BAuCBeARoCb@{Ej@aA~@_@t@HVXD^C`@u@hBWl@qCtDgChDsH`KyKtNcNjQaCfDiBnCaCrD,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,149,4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,"40.6916,-73.99915 40.69236,-73.99939 40.69272,-73.999411 40.69328,-73.99929 40.6940504,-73.999001 40.694461,-73.998831 40.694931,-73.99862 40.69543,-73.99836 40.69592,-73.99813 40.69675,-73.99772 40.6977506,-73.997251 40.698871,-73.996721 40.6993606,-73.9",NYC_DOT_LIC,20,0,4616339,362
Staten Island,2019-03-21T11:18:03.000,_xzvF|fgcMEgIZcInAkIhBqG|FwQlFyQtA{F|@_JVqIRuXd@aIzAyKrByItDoM,BBBBBBBBBBBBBBB,387,4616206,SIE W FINGERBOARD ROAD - CLOVE ROAD,"40.61072,-74.097911 40.61075,-74.09627 40.61061,-74.09465 40.61021,-74.09299 40.6096804,-74.09162 40.6084106,-74.08862 40.6072205,-74.08561 40.6067904,-74.08435 40.6064805,-74.082591 40.60636,-74.0809 40.6062606,-74.07679 40.60607,-74.07518 40.6056106,-74",NYC_DOT_LIC,52,0,4616206,114
Staten Island,2019-03-21T11:18:03.000,s}pvFda{cMjFpGpCvExBrFlCdJ`Fb[`AzEjBbHtCxHtCfGfDbGlEvF~DlE|NvL,BBBBBBBBBBBBBB,431,4616214,WSE N BLOOMUINGDALE ROAD - ARDEN AVENUE,"40.56042,-74.199391 40.55924,-74.20076 40.5585105,-74.20184 40.5579004,-74.203061 40.5571906,-74.204851 40.55606,-74.20935 40.5557304,-74.210451 40.55519,-74.21191 40.554441,-74.21348 40.55369,-74.214801 40.552851,-74.216101 40.5518206,-74.217341 40.55086",NYC_DOT_LIC,53,0,4616214,95
Queens,2019-03-21T11:18:03.000,yvuwFlcaaMzC}EbD}DvDwDzC{D`DmEbCcEv@eBvJcXvF}KfEcGlCaC`DaBzHyBj@YbE{@bDO|D?vCP|QtBnl@bIzIrB~D~AtCjBrHtGrAz@pCrAbCp@vAR~DF,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,208,4616350,CIP S LIE - Hempstead Tpk,"40.74877,-73.73895  40.74799,-73.73784  40.74717,-73.73689  40.74625,-73.73597  40.74547,-73.7350  40.74466,-73.734  40.744,-73.73302  40.74372,-73.73251  40.74184,-73.72849  40.7406,-73.72642  40.7396,-73.72512  40.73889,-73.724471  40.7380804,-73.723981",NYC_DOT_LIC,53,0,4616350,205
Staten Island,2019-03-21T11:18:03.000,wvzvFpegcMrAfeAc@vHiCtNSrOv@|HxGf_@|Db^lAp\,BBBBBBBBB,375,4616193,SIE E BRADLEY AVENUE - CLOVE ROAD,"40.61052,-74.09769 40.6101,-74.10893 40.61028,-74.1105 40.61097,-74.113 40.6110705,-74.115671 40.61079,-74.11726 40.60938,-74.12241 40.6084306,-74.127401 40.60804,-74.13212",NYC_DOT_LIC,50,0,4616193,133
Staten Island,2019-03-21T11:18:03.000,ix|vFjbucMp@kD|Ncb@pP_ZzAsB,BBBBB,378,4616197,SIE E SOUTH AVENUE - RICHMOND AVENUE,"40.6210105,-74.168861 40.6207604,-74.168 40.6182105,-74.162381 40.6154,-74.15806 40.6149404,-74.15748",NYC_DOT_LIC,50,0,4616197,53
Staten Island,2019-03-21T11:18:03.000,at{vFvzrcMbQsVlP{UjCkFbBsFxAkJ\{HKiS,BBBBBBBB,390,4616209,SIE W WOOLEY AVENUE - RICHMOND AVENUE,"40.6152105,-74.157401 40.61231,-74.15362 40.60952,-74.149961 40.60882,-74.14878 40.6083206,-74.147561 40.6078705,-74.14574 40.60772,-74.14416 40.6077805,-74.14091",NYC_DOT_LIC,52,0,4616209,75
Staten Island,2019-03-21T11:18:03.000,}myvFpi~bMvAjG`AnE`AlExDlPr@~CXxDFlFO`DYtBg@xE_@|BiIr\,BBBBBBBBBBBBB,380,4763648,SIE E VNB E FINGERBOARD ROAD - SI GANTRY UPPER LEVEL,"40.60399,-74.05225 40.6035506,-74.05359 40.60322,-74.05463 40.60289,-74.05566 40.6019605,-74.058451 40.6017,-74.05925 40.60157,-74.06018 40.6015304,-74.061371 40.60161,-74.062181 40.601741,-74.06277 40.6019406,-74.06386 40.6021,-74.06449 40.6037505,-74.06",NYC_DOT_LIC,40,0,4763648,58
Brooklyn,2019-03-21T11:18:03.000,ymyvFvi~bMgC}K_Pms@sBqJs@{C,BBBBB,410,4763656,VNB E SI GANTRY LOWER LEVEL - BROOLKYN GANTRY LOWER LEVEL,"40.6039704,-74.052281 40.604651,-74.05021 40.60737,-74.04182 40.60795,-74.039971 40.608211,-74.03919",Verrazano-Narrows-Bridge,48,0,4763656,97
Queens,2019-03-21T11:18:03.000,c_owFzf_aMvBK|FcApKuDzF_ArdAkB~j@}@hD?xCInK_AzKM??xCLhDr@,BBBBBBBBBBBBBB,207,4616352,CIP S Hempstead Tpk - Laurelton Pkwy @ SSP,"40.71426,-73.729261  40.7136604,-73.7292  40.7123906,-73.728861  40.71038,-73.72795  40.7091206,-73.72763  40.69798,-73.72709  40.6909405,-73.72678  40.6900905,-73.72678  40.68932,-73.72673  40.687321,-73.72641  40.68526,-73.726341  40.68526,-73.72634  40",NYC_DOT_LIC,53,0,4616352,143
Queens,2019-03-21T11:18:03.000,}nnwFla_aM{GhBiBRwFNuDe@aEsAyB{AmJ_IsDqBaCy@yIsBwCe@mt@sJyHu@kCIwDP{CZwB`@gJrCaDnBgGfG}ClFsD~HyGnQeHlNmC~DyDxE{HvIwBxCmCvEqDjHmBtCyCdDsC`CgRpNyIrHwD~DcB`C,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,199,4616351,CIP N Hempstead Tpk - LIE,"40.71167,-73.72839 40.71309,-73.72892 40.71362,-73.72902 40.71486,-73.7291 40.71577,-73.72891 40.71674,-73.72849 40.71735,-73.72803 40.71918,-73.72643 40.72008,-73.72586 40.72073,-73.72557 40.72246,-73.72499 40.72322,-73.7248 40.73177,-73.72294 40.73334,-",NYC_DOT_LIC,52,0,4616351,209
Manhattan,2019-03-21T11:18:03.000,wcuwF|}nbMTkB?qAwAuRd@qEbBqKnMk]vB{Ir@_EtCwWLaF,BBBBBBBBBBB,364,4456511,QMT E Manhattan Side - Toll Plaza,"40.745726,-73.97359 40.745616,-73.97305 40.745616,-73.97264001 40.746054,-73.96949001 40.74586,-73.96844 40.745365,-73.96643 40.74304,-73.96157001 40.74244,-73.95983001 40.742185,-73.95887 40.74143,-73.95491001 40.74136,-73.95378001",NYC_DOT_LIC,31,0,4456511,171
Queens,2019-03-21T11:18:03.000,}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE,BBBBBBBBBBBBBBBBBBB,169,4616355,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP,"40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7",NYC_DOT_LIC,52,0,4616355,177
Queens,2019-03-21T11:18:03.000,uk}wFtckaMfH}Kr@cAbAoAzAyAvCeCt@e@|EwBxBg@jR_CzTo@pMYfEi@jCk@de@}RbReIrLyEve@sJxMmDb[iL|CwApFkCfAuAPaDcBkKc@uD,BBBBBBBBBBBBBBBBBBBBBBBBBB,211,4362250,CVE NB GCP - WILLETS PT BLVD,"40.78795,-73.790191 40.78647,-73.78812 40.7862104,-73.787781 40.78587,-73.787381 40.7854106,-73.786931 40.7846506,-73.786261 40.7843806,-73.786071 40.78327,-73.78547 40.78266,-73.785271 40.7795604,-73.78463 40.77606,-73.78439 40.77373,-73.78426 40.77273,-",NYC-DOT-Region 10,52,0,4362250,316
Manhattan,2019-03-21T11:18:03.000,ydzwF|~rbMqAk@eQyKkUkOyHiFgGgFyPaLgJ{FgJ_D}IsCsGwCiHyEgDiCwDuDiJqLsBmBuAi@uFyAmLeDoCqAsHsEgRiMwLqIeU{MeIcGyDuBgF}BcBiAkBsA{CmCyGcHmC_CoFsEoEqDqJyGqHqFcN_MuKqJaCyAwCuAsHsBeOyCwJiBuCmAkH{GkDkCaDmBgBy@gDkAeJiAaK[cFq@yA_@oIoDiEiA,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,448,4620343,Westside Hwy N 57th St - GWB,"40.77149,-73.99423 40.7719,-73.99401 40.77481,-73.99196 40.77839,-73.989341 40.77996,-73.988171 40.78128,-73.987011 40.7841305,-73.98492 40.78593,-73.98366 40.78773,-73.98286 40.7894805,-73.982121 40.79086,-73.981361 40.7923506,-73.98027 40.79319,-73.9795",NYC_DOT_LIC,42,0,4620343,472
Staten Island,2019-03-21T11:18:03.000,egzvFt|mcMvA|u@,BB,381,4616194,SIE E WOOLEY AVENUE - BRADLEY AVENUE,"40.608031,-74.13212 40.60759,-74.1409",NYC_DOT_LIC,46,0,4616194,35
Queens,2019-03-21T11:18:03.000,u}hwFlv~`M{@a@oB{A_BiBkAgB??g@m@cBw@oAUcBLo@VmA`AoEtEcBfAoBj@U???wI\gD?_b@z@m`AjAyERaC\{DfAoDxA,BBBBBBBBBBBBBBBBBBBBBBBBB,331,4616353,Laurelton Pkwy N @ SSP - CIP N Hempstead Tpk,"40.68331006,-73.72663 40.68361,-73.72646 40.68417,-73.726 40.68465005,-73.72547 40.68503005,-73.72495 40.68503005,-73.72495 40.68523004,-73.72472 40.6857301,-73.72444 40.68613006,-73.7243301 40.68663,-73.7244 40.68687006,-73.7245201 40.68726,-73.72485 40.",NYC_DOT_LIC,42,0,4616353,187
Staten Island,2019-03-21T11:18:03.000,iejvF|badMWsKc@wDsAiCuBgAkKcCqJ{GyDm@i^`BgKOmQyAmKeCcLaE{FoCcHmE,BBBBBBBBBBBBBBB,437,4616203,WSE S BLLOMINGDALE ROAD - TYRELLAN AVENUE,"40.52581,-74.23039 40.52593,-74.228371 40.52611,-74.22745 40.52653,-74.226761 40.5271204,-74.226401 40.529101,-74.22574 40.5309504,-74.22432 40.53188,-74.22409 40.536891,-74.22458 40.5388504,-74.2245 40.5418,-74.22405 40.54379,-74.22338 40.54589,-74.22241",NYC_DOT_LIC,50,0,4616203,124
Staten Island,2019-03-21T11:18:03.000,s~pvFjb{cMfGtHxCrFvB~FdBhGrFz\t@`DpC~JpCnHpBhE|DlGnEbGxDxDzMdL,BBBBBBBBBBBBBB,436,4616202,WSE S ARDEN AVENUE - BLOOMINGDALE ROAD,"40.56058,-74.199581 40.55926,-74.20113 40.5584906,-74.202351 40.55789,-74.20363 40.55738,-74.20496 40.5561606,-74.209741 40.5558905,-74.210551 40.55516,-74.212471 40.55443,-74.213991 40.55386,-74.215 40.5529104,-74.21635 40.55187,-74.21765 40.5509404,-74.",NYC_DOT_LIC,62,0,4616202,83
Brooklyn,2019-03-21T11:18:03.000,{izvFxx{bMoMkl@_AiB_BaBqFkEwDgEkCeDcKiJ,BBBBBBBB,263,4763657,GOW S VNB W 92ND STREET - BKLYN GANTRY LOWER LEVEL,"40.60846,-74.03933 40.6107805,-74.03207 40.6111,-74.03154 40.6115804,-74.031051 40.6127904,-74.030031 40.6137105,-74.02903 40.614411,-74.028201 40.6163504,-74.02639",Verrazano-Narrows-Bridge,45,0,4763657,47
Staten Island,2019-03-21T11:18:03.000,s~pvFjb{cMgn@in@cK{F}JwBwIUyGp@qFv@qG|@wkAvO,BBBBBBBBB,441,4616201,WSE S VICTORY BOULEVARD - ARDEN AVENUE,"40.56058,-74.199581 40.568141,-74.192011 40.5700804,-74.190751 40.571991,-74.19015 40.5737105,-74.190041 40.5751205,-74.19029 40.5763306,-74.190571 40.5777,-74.19088 40.5899804,-74.19356",NYC_DOT_LIC,58,0,4616201,136
Bronx,2019-03-21T11:18:03.000,{sexFn}vaMhC_MtAuDrC}Hj@cCTwBFqCIyD]sFwAwSo@uI_AyFe@wBmAmE}A}DwAsCyFqK{DmH}AuD{D_KeCiCiCmAuDQwC`@kH`B,BBBBBBBBBBBBBBBBBBBBBBBBB,178,4616297,CBE E CASTLE HILL AVE - BE N WATERBURY AVE,"40.8302204,-73.850641 40.8295305,-73.848401 40.8291004,-73.847491 40.82836,-73.8459 40.8281405,-73.84524 40.8280305,-73.844641 40.827991,-73.843911 40.82804,-73.842981 40.8281906,-73.841761 40.8286304,-73.83844 40.82887,-73.83673 40.8291904,-73.83548 40.8",NYC_DOT_LIC,48,0,4616297,170
Queens,2019-03-21T11:18:03.000,avewFpljaM|@hR???fDOlFu@dI??D|P??BhSQ~@_@h@??uDdDcAf@}ANiEQkIG??{GXeC^gBj@EH??qQlGiSvHuC|@u]bNwd@jTwQfI{K`GkPxHqPlG,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,171,4616357,Belt Pkwy W JFK Expressway - VWE N Jamaica Ave,"40.66673,-73.78649 40.66642,-73.78958 40.66642,-73.78958 40.66642,-73.790421 40.6665006,-73.79161 40.666771,-73.793241 40.666771,-73.793241 40.6667404,-73.796111 40.6667404,-73.796111 40.6667205,-73.799361 40.6668105,-73.799681 40.6669706,-73.79989 40.666",NYC_DOT_LIC,24,0,4616357,512
Staten Island,2019-03-21T11:18:03.000,kx|vFjbucMi@rE?nEvBfOvDpHhDnD`KhG~}@zd@nNdKfM~M,BBBBBBBBBB,435,4616198,WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE,"40.62102,-74.168861 40.6212304,-74.16992 40.6212304,-74.170961 40.6206306,-74.173561 40.6197105,-74.175091 40.6188605,-74.17597 40.61693,-74.1773 40.60685,-74.183361 40.60437,-74.18531 40.6020904,-74.187711",NYC_DOT_LIC,52,0,4616198,116
Queens,2019-03-21T11:18:03.000,ifgwFhlmaMlCu@`Fo@dJMrSp@`PfDnCd@pCk@|B_D^}D_@yCuAoCmIuEsCmEs@sCc@_GYyLaAa^uDuaAKqMLyT\mJ`Dij@,BBBBBBBBBBBBBBBBBBBBBBB,425,4616276,VWE S MP2.66 (Exit 2 Rockaway Blvd) - Belt Pkwy E 182nd St,"40.67445,-73.80181 40.67374,-73.80154 40.6726106,-73.801301 40.6708206,-73.80123 40.66752,-73.801481 40.66479,-73.802321 40.66407,-73.802511 40.6633405,-73.80229 40.6627104,-73.80149 40.66255,-73.800541 40.6627104,-73.799771 40.6631406,-73.799051 40.66481",NYC_DOT_LIC,40,0,4616276,273
Staten Island,2019-03-21T11:18:03.000,ys{vFrzrcM{LzRuRdf@sAvEQv@[lB,BBBBBB,388,4616211,SIE W RICHMOND AVENUE - SOUTH AVENUE,"40.6151706,-74.15738 40.61739,-74.16056 40.6205405,-74.16683 40.6209604,-74.16791 40.6210504,-74.168191 40.6211906,-74.16874",NYC_DOT_LIC,52,0,4616211,55
Bronx,2019-03-21T11:18:03.000,cuexFp~vaMcFbWcDtOsC|Nm@pBa@dCk@nDqAfGiAxFgBxI,BBBBBBBBBB,185,4616267,CBE W CASTLE HILL AVENUE - TAYLOR AVENUE,"40.8304204,-73.850811 40.83156,-73.854671 40.83238,-73.857341 40.83312,-73.859891 40.83335,-73.86046 40.83352,-73.86113 40.8337406,-73.862011 40.83415,-73.86333 40.8345205,-73.86458 40.8350406,-73.866311",NYC_DOT_LIC,4,0,4616267,636
Queens,2019-03-21T11:18:03.000,kczwFdqsaMoHgNmBoCoDoDeIaFwPeIuLcFkEuAyE_AoXeD{EsBqCeBoA_@kCQeBJwCr@aA`@oXtOyUlN,BBBBBBBBBBBBBBBBBBB,451,4456500,Whitestone Expwy N Exit 14 (Linden Pl) - BWB N Queens Anchorage,"40.7712605,-73.833311 40.7727804,-73.83087 40.77333,-73.83015 40.7742104,-73.829271 40.77584,-73.82814 40.77868,-73.82651 40.78087,-73.82537 40.7818904,-73.824941 40.78298,-73.824621 40.7870604,-73.82379 40.7881605,-73.82321 40.78889,-73.822701 40.78929,-",NYC_DOT_LIC,44,0,4456500,145
Staten Island,2019-03-21T11:18:03.000,onyvFni~bMrAfG|@lEfApEjDlOt@nDV`EBdDM~CKlD_@hFa@`C}Il\,BBBBBBBBBBBBB,379,4763650,SIE E VNB E FINGERBOARD ROAD - SI GANTRY LOWER LEVEL,"40.60408,-74.052241 40.6036605,-74.05356 40.6033506,-74.05459 40.6029905,-74.055641 40.60213,-74.058271 40.60186,-74.05915 40.601741,-74.060121 40.60172,-74.06095 40.60179,-74.06175 40.6018506,-74.062621 40.60201,-74.063791 40.6021804,-74.06444 40.6039305",NYC_DOT_LIC,38,0,4763650,60
Queens,2019-03-21T11:18:03.000,w_iwFtv~`MbBp@bJbFbN`JlC~BhJtJfFrEdHvFtDhCnW~OtAp@nE~CfB`BjBvBlCxGXlALrB}@xXCby@KpDyBva@,BBBBBBBBBBBBBBBBBBBBB,332,4616354,Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St,"40.683644,-73.72667001  40.68314,-73.72692  40.681365,-73.72806  40.678944,-73.72983  40.678236,-73.73047001  40.67642,-73.73234001  40.67526,-73.7334  40.673794,-73.73464001  40.672886,-73.73533  40.668966,-73.73805  40.668534,-73.73831  40.66749,-73.739",NYC_DOT_LIC,54,0,4616354,170
Brooklyn,2019-03-21T11:18:03.000,kizvFrx{bMqMol@cAsByAcBsFkEoCgE}CqD_LeJ,BBBBBBBB,264,4763655,GOW S VNB W 92ND STREET - BKLYN GANTRY UPPER LEVEL,"40.6083804,-74.039301 40.6107105,-74.03202 40.6110506,-74.03144 40.611501,-74.03094 40.61272,-74.02992 40.6134404,-74.02892 40.6142306,-74.02803 40.6163106,-74.02624",Verrazano-Narrows-Bridge,42,0,4763655,51
Staten Island,2019-03-21T11:18:03.000,ibyvFzyxcMeQsQmJwGiQcIid@qU{GmBsKgC{HyHuCsGcA{E_@mH\eCjCoLaCxK,BBBBBBBBBBBBBB,384,4616199,SIE W - WSE S SOUTH AVENUE - SOUTH AVENUE,"40.60213,-74.187981 40.60504,-74.185 40.60687,-74.183601 40.6098,-74.181981 40.6157705,-74.17837 40.61719,-74.177821 40.61921,-74.177141 40.620791,-74.175571 40.62154,-74.174191 40.6218804,-74.17309 40.6220405,-74.17158 40.62189,-74.17091 40.6211906,-74.1",NYC_DOT_LIC,55,0,4616199,127
Manhattan,2019-03-21T11:18:03.000,gplwFnkrbMJ}CZiEh@mGNeBh@{Dh@wBb@cAr@iAl@s@|@u@d@YVGl@A^JTVVn@Dt@Gl@Uf@i@j@eA~@gCjAyDhBcCfA_A`@cB|@wIbEgF~BuPdI}SzI{KbFeGtC{CJ,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,150,4616340,BQE N Atlantic Ave - MAN Bridge Manhattan Side,"40.7016405,-73.991121 40.70158,-73.99033 40.7014405,-73.98932 40.70123,-73.98797 40.7011505,-73.987461 40.70094,-73.986521 40.70073,-73.985921 40.70055,-73.985581 40.70029,-73.985211 40.76,-73.984951 40.69975,-73.984681 40.6995605,-73.984551 40.69944,-73.",NYC_DOT_LIC,25,0,4616340,381
